#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T16:26:09 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T16:26:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/278/28&-out.max=1000&-out.add=_RAJ2000,_DEJ2000&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22780028
#Name: J/ApJS/278/28
#Title: CL-AGN from the DESI. II. Stat. properties from DR1 (Guo+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	creator=Guo W.-J.	    First author or institution
#INFO	cites=bibcode:2025ApJS..278...28G	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/278/28	    Dataset landing page
#INFO	publication_date=2026-05-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_278_28_spdesi:
#Name: J/ApJS/278/28/spdesi
#Title: Metadata for DESI spectra used and the luminosities and masses derived
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	TargetID	(I19)	DESI target identifier (TARGETID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension, DESI (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-10.1/68] Declination, DESI (J2000) (Dec)	[ucd=pos.eq.dec;meta.main]
#Column	zspec	(F8.5)	[0.059/0.9] Spectroscopic redshift from DESI (Redshift)	[ucd=src.redshift]
#Column	Survey	(a7)	Survey ID (SURVEY) (1)	[ucd=meta.id]
#Column	Prog	(A6)	DESI program ID (PROGRAM)	[ucd=meta.id;obs]
#Column	Healpix	(I5)	[34/49105] HEALPIX pixel ID (HEALPIX)	[ucd=meta.id;pos.frame]
#Column	MJD	(I5)	[51578/58514] Mean modified Julian Data of coadded spectra (MJD)	[ucd=time.epoch;stat.mean]
#Column	logL5100	(F8.5)	[40.3/45.2] Log, Continuum luminosity at 5100{AA} (LOG_L5100)	[ucd=phys.luminosity;em.opt]
#Column	e_logL5100	(F9.5)	[0.0028/146.5] Uncertainty in logL5100 (LOG_L5100_ERR)	[ucd=stat.error;phys.luminosity;em.opt]
#Column	logL2500	(F8.5)	[40/45.5] Log, Extrapolated luminosity at 2500{AA} (LOG_L2500)	[ucd=phys.luminosity;em.UV.200-300nm]
#Column	e_logL2500	(F9.5)	[0.0028/146.5] Uncertainty in logL2500 (LOG_L2500_ERR)	[ucd=stat.error;phys.luminosity;em.UV.200-300nm]
#Column	logLMgII	(F8.5)	[39.6/43.7]? Log, broad MgII line luminosity (LOG_LMgII)	[ucd=phys.luminosity;spect.line]
#Column	e_logLMgII	(F8.5)	[0.028/3]? Uncertainty in logLMgII (LOG_LMgII_ERR)	[ucd=stat.error;phys.luminosity;spect.line]
#Column	logLHb	(F8.5)	[36.3/43.4] Log, broad H{beta} line luminosity (LOG_LHB)	[ucd=phys.luminosity;em.line.Hbeta]
#Column	e_logLHb	(F9.6)	[0/3] Uncertainty in logLHb (LOG_LHB_ERR)	[ucd=stat.error;phys.luminosity;em.line.Hbeta]
#Column	logLHa	(F8.5)	[39.29/43.3]? Log, broad H{alpha} line luminosity (LOG_LHA)	[ucd=phys.luminosity;em.line.Halpha]
#Column	e_logLHa	(F9.6)	[0/2.6]? Uncertainty in logLHa (LOG_LHA_ERR)	[ucd=stat.error;phys.luminosity;em.line.Halpha]
#Column	logMBH-Hb	(F8.5)	[6.49/9.51]? Log, black hole mass from H{beta} (LOG_MBH_HB)	[ucd=phys.mass]
#Column	e_logMBH-Hb	(F8.5)	[0.12/0.9]? Uncertainty in logMBH-Hb (LOG_MBH_HB_ERR)	[ucd=stat.error;phys.mass]
#Column	logMBH-Ha	(F8.5)	[5.2/9.2]? Log, black hole mass from H{alpha} (LOG_MBH_HA)	[ucd=phys.mass]
#Column	e_logMBH-Ha	(F8.5)	[0.13/85]? Uncertainty in logMBH-Ha (LOG_MBH_HA_ERR)	[ucd=stat.error;phys.mass]
_RAJ2000	_DEJ2000	recno	TargetID	RAJ2000	DEJ2000	zspec	Survey	Prog	Healpix	MJD	logL5100	e_logL5100	logL2500	e_logL2500	logLMgII	e_logLMgII	logLHb	e_logLHb	logLHa	e_logLHa	logMBH-Hb	e_logMBH-Hb	logMBH-Ha	e_logMBH-Ha
034.4691600	-04.0655200	      73	  39627688700287112	034.46916	-04.06552	 0.56645	main   	dark  	17713	55948	43.51174	  0.10161	43.97098	  0.10161	42.30612	 0.21715	41.67240	 0.334380	        	         	 8.25855	 0.22457	        	
034.5383700	+02.1966300	      74	  39627839665866124	034.53837	+02.19663	 0.81914	main   	dark  	17862	57043	43.47391	  0.30137	43.43364	  0.30137	41.61420	 0.21715	41.35371	 0.999580	        	         	        	        	        	
035.1095400	-04.2732200	      75	  39627682681456701	035.10954	-04.27322	 0.33144	main   	bright	17691	56605	43.48562	  0.09201	43.21156	  0.09201	        	        	40.08522	 0.144760	40.15597	 2.567180	        	        	        	
035.1912600	-05.8546100	      76	  39627646560110441	035.19126	-05.85461	 0.69205	main   	dark  	17688	56605	43.91298	  0.14435	43.67870	  0.14435	41.92772	 0.14476	40.71552	 0.217150	        	         	        	        	        	
035.7383200	-00.5305600	      77	  39627773244875455	035.73832	-00.53056	 0.79325	main   	dark  	17768	57016	44.45084	  0.02105	44.70257	  0.02105	43.13226	 0.14476	42.50206	 0.185890	        	         	 9.19797	 0.34420	        	
036.0432400	-02.7765800	      78	  39627718895076988	036.04324	-02.77658	 0.30197	main   	bright	17717	56217	43.60466	  0.13898	43.79747	  0.13898	        	        	41.56353	 0.330290	42.07381	 0.057600	 8.23467	 0.17434	 7.78065	 0.16727
036.2042600	-00.6598600	      79	  39627767213465186	036.20426	-00.65986	 0.54396	main   	dark  	17763	52205	43.71441	  0.03883	43.40481	  0.03883	42.22515	 1.92301	40.84329	 0.990180	        	         	        	        	        	
037.0442600	-01.8147700	      80	  39627743071044943	037.04426	-01.81477	 0.34172	main   	bright	17760	55557	43.06913	  0.30807	44.02163	  0.30807	        	        	41.93491	 0.118420	42.51876	 0.025320	 7.44736	 0.21369	 8.27571	 0.26687
039.3414300	-01.0378400	      81	  39627761228188430	039.34143	-01.03784	 0.44114	main   	bright	17743	57727	43.84084	  0.08248	43.53800	  0.08248	42.69731	 0.21715	40.97695	 1.485500	42.33000	 0.067290	        	        	 8.04513	 0.14225
039.5969400	-06.2722000	      82	  39627634610541962	039.59694	-06.27220	 0.47805	main   	bright	36796	55811	44.26310	  0.03314	44.54624	  0.03314	42.79923	 0.46363	42.37113	 0.082430	        	         	 8.65260	 0.15848	        	
040.9773000	+03.4432000	      83	  39627869961328484	040.97730	+03.44320	 0.69201	main   	dark  	   34	55481	44.21850	  0.01794	44.55342	  0.01794	43.08679	 0.02885	42.62137	 0.048090	        	         	        	        	        	
041.1266200	+04.7453900	      84	  39627900114174345	041.12662	+04.74539	 0.61353	main   	dark  	   41	57672	43.72385	  0.07344	44.01309	  0.07344	42.72003	 0.86514	42.11027	 0.132110	        	         	        	        	        	
041.2861600	+00.6196300	      85	  39627797500527988	041.28616	+00.61963	 0.29982	special	bright	17755	58081	43.64853	  0.03625	43.82757	  0.03625	        	        	41.88037	 0.128320	42.19855	 0.015740	 8.55453	 0.23234	 7.61199	 0.15632
041.4301400	-00.2366500	      86	  39627779381139768	041.43014	-00.23665	 0.57138	main   	bright	17753	55450	43.25240	  0.19068	44.21072	  0.19068	42.51335	 2.43941	40.26322	 0.086860	        	         	        	        	        	
041.9751400	+04.4839800	      87	  39627894103740094	041.97514	+04.48398	 0.61080	main   	dark  	   35	55481	44.30606	  0.01508	44.88294	  0.01508	42.99294	 0.14582	42.57846	 0.042180	        	         	 8.41536	 0.13208	        	
044.8313000	-07.3812400	      88	  39627604692566691	044.83130	-07.38124	 0.53699	main   	dark  	36803	51929	44.15335	  0.02053	44.53029	  0.02053	42.72441	 0.77319	42.28303	 0.069280	        	         	 8.08372	 0.12659	        	
047.6851300	-08.2644900	      89	  39627586774504024	047.68513	-08.26449	 0.35997	main   	bright	36719	51924	43.86809	  0.04719	43.62283	  0.04719	        	        	41.62490	 0.190470	        	         	        	        	        	
047.9829100	-00.2795300	      90	  39627779490190031	047.98291	-00.27953	 0.30216	main   	bright	23203	51871	43.30950	  0.13474	44.09812	  0.13474	        	        	41.70322	 0.100750	42.48226	 0.025960	 7.83843	 0.14995	 8.11477	 0.16773
048.8845000	+00.9176700	      91	  39627809705954411	048.88450	+00.91767	 0.48763	main   	dark  	23213	51929	43.57952	  0.07078	43.72808	  0.07078	        	        	41.80522	 0.102120	        	         	        	        	        	
062.2870400	-06.1237200	      92	  39627640998462134	062.28704	-06.12372	 0.22548	main   	bright	22717	53061	42.94507	  0.18690	42.63550	  0.18690	        	        	40.89849	 0.530080	41.40043	 0.445970	        	        	 7.56329	 0.24629
111.7336600	+41.0266800	      93	  39633094449300926	111.73366	+41.02668	 0.12978	main   	bright	 6740	56193	43.73553	  0.01161	43.73929	  0.01161	        	        	41.53637	 0.080570	42.18116	 0.012800	 8.40461	 0.21379	 8.19374	 0.13349
112.9482400	+38.7569900	      94	  39633052611118481	112.94824	+38.75699	 0.60694	main   	dark  	 6390	53047	44.89158	  0.00656	45.25203	  0.00656	43.32027	 0.13051	43.09952	 0.027100	        	         	 9.35097	 0.16772	        	
113.2939900	+28.6925400	      95	  39628453380625044	113.29399	+28.69254	 0.45636	main   	dark  	 6205	58083	43.42847	  0.10002	43.57398	  0.10002	42.26667	 0.08686	41.63441	 0.127940	        	         	 8.06914	 0.15130	        	
113.4616900	+44.1306000	      96	  39633152460722026	113.46169	+44.13060	 0.31652	main   	dark  	 6916	56326	43.48719	  0.04274	43.23175	  0.04274	        	        	41.39380	 0.212460	42.04969	 0.251630	 8.33144	 0.21543	 8.13888	 0.15267
114.0374400	+35.7878000	      97	  39632994754888893	114.03744	+35.78780	 0.79187	main   	dark  	 6361	55182	44.67454	  0.01650	44.96508	  0.01650	43.26188	 0.14476	42.93308	 0.067570	        	         	 8.93558	 0.38739	        	
114.3183100	+38.0340000	      98	  39633038375650914	114.31831	+38.03400	 0.55037	main   	dark  	 6388	57746	44.10127	  0.03889	43.86607	  0.03889	42.50448	 0.23567	41.57450	 0.378780	        	         	        	        	        	
115.4467200	+30.5452900	      99	  39628490244364178	115.44672	+30.54529	 0.70001	main   	dark  	 6252	52232	44.42384	  0.02602	44.68408	  0.02602	43.23745	 0.14476	42.61334	 0.113270	        	         	 8.65815	 0.27942	        	
116.5238000	+22.2783100	     100	  39628311470545343	116.52380	+22.27831	 0.08271	main   	bright	 4795	52669	42.73394	  0.05013	42.69476	  0.05013	        	        	40.25130	 0.611590	41.11869	 0.030330	 7.70835	 0.21944	 7.47969	 0.19527
116.5696500	+19.2860900	     101	  39628243573145768	116.56965	+19.28609	 0.68811	main   	dark  	 4772	52939	44.45045	  0.01733	44.86238	  0.01733	43.36999	 0.14476	42.53992	 0.081810	        	         	 9.11585	 0.19154	        	
116.7795600	+46.8525400	     102	  39633195007738474	116.77956	+46.85254	 0.27635	main   	bright	 6589	53055	43.51768	  0.07927	43.28765	  0.07927	        	        	41.34244	 0.262790	42.13650	 0.034530	        	        	 7.93245	 0.14915
116.8318900	+21.8794200	     103	  39628305871144438	116.83189	+21.87942	 0.46194	main   	bright	 4792	52708	43.63950	  0.26978	43.58000	  0.26978	42.52897	 0.99252	41.45858	 0.457470	        	         	        	        	        	
117.7598700	+24.1719600	     104	  39628355967912836	117.75987	+24.17196	 0.24675	main   	bright	 4799	52578	43.83159	  0.04116	43.75939	  0.04116	        	        	41.49311	 0.166730	41.87944	 0.077090	        	        	 8.21783	 0.18155
117.9450300	+42.0785600	     105	  39633112690331237	117.94503	+42.07856	 0.60789	main   	dark  	 6576	56220	43.90215	  0.08483	44.04509	  0.08483	42.57297	 0.10857	41.79739	 0.315970	        	         	 8.78067	 0.21827	        	
118.1897200	+20.0605400	     106	  39628260702684325	118.18972	+20.06054	 0.48412	main   	dark  	 4784	52941	44.54782	  0.01357	44.93682	  0.01357	42.96966	 0.08686	42.69006	 0.045330	        	         	 9.16509	 0.12609	        	
118.3985000	+40.7898300	     107	  39633089948814682	118.39850	+40.78983	 0.66045	main   	dark  	 6543	55484	43.95187	  0.07898	44.24666	  0.07898	42.81603	 0.21715	42.14912	 1.356960	        	         	 8.78459	 0.76231	        	
118.4172700	+16.4842800	     108	  39628180260130174	118.41727	+16.48428	 0.58401	main   	dark  	 4739	55566	43.87308	  0.07762	44.02461	  0.07762	42.54111	 0.21715	41.73828	 0.422200	        	         	 8.80864	 0.75420	        	
118.4771500	+45.4002700	     109	  39633174011052373	118.47715	+45.40027	 0.58630	main   	dark  	 6583	57749	43.95589	  0.02726	44.35009	  0.02726	42.45371	 0.14476	42.07712	 0.096460	        	         	 8.03326	 0.12840	        	
118.4835300	+26.8899400	     110	  39628416009373499	118.48353	+26.88994	 0.13415	main   	bright	 6211	52316	43.39043	  0.02500	43.21248	  0.02500	        	        	41.35837	 0.119160	41.95549	 0.019070	 8.15546	 0.17724	 8.05428	 0.81987
119.1398600	+41.6879300	     111	  39633108189842602	119.13986	+41.68793	 0.66188	main   	dark  	 6554	55182	44.25320	  0.04070	44.36411	  0.04070	42.92421	 2.07079	42.21657	 0.126240	        	         	        	        	        	
119.2071400	+42.1090400	     112	  39633112707107419	119.20714	+42.10904	 0.64319	main   	dark  	 6555	55178	43.95809	  0.04172	44.12248	  0.04172	42.50824	 1.75275	42.03740	 0.127150	        	         	        	        	        	
119.2201000	+29.3284000	     113	  39628464055127286	119.22010	+29.32840	 0.06785	main   	bright	 6232	52636	43.54002	  0.01489	43.68231	  0.01489	        	        	41.47677	 0.033060	42.08298	 0.006840	 8.29885	 0.15822	 8.07956	 0.13212
119.5215700	+14.9246100	     114	  39628145346741182	119.52157	+14.92461	 0.70143	main   	dark  	 4651	53682	44.32002	  0.01525	44.65156	  0.01525	43.27769	 2.64403	42.37883	 0.111760	        	         	        	        	        	
119.9070100	+27.4497200	     115	  39628426792929489	119.90701	+27.44972	 0.47893	main   	bright	 6213	55536	43.86785	  0.12765	43.75658	  0.12765	42.48511	 0.14476	41.75155	 0.265030	        	         	        	        	        	
119.9488700	+11.4187100	     116	  39628062953835509	119.94887	+11.41871	 0.33741	main   	dark  	22388	53794	44.38473	  0.01169	44.23341	  0.01169	        	        	42.32465	 0.331820	43.01812	 0.009180	 8.41382	 0.15964	 9.15666	 0.50953
120.7697700	+22.1261300	     117	  39628311537650349	120.76977	+22.12613	 0.12475	main   	bright	 4789	52943	43.66498	  0.01545	43.66838	  0.01545	        	        	41.33163	 0.054770	41.97564	 0.012470	 7.87957	 0.12562	 7.66615	 0.13468
121.2259200	+21.6075300	     118	  39628294693327581	121.22592	+21.60753	 0.10986	main   	bright	 4767	52943	43.22119	  0.01743	43.16254	  0.01743	        	        	41.23945	 0.053980	41.75390	 0.014410	 7.79365	 0.12852	 7.72533	 0.13431
121.7988200	+19.7443400	     119	  39628255065541030	121.79882	+19.74434	 0.34810	main   	bright	 4758	53315	43.85060	  0.05769	43.74583	  0.05769	        	        	41.99606	 0.140810	        	         	        	        	        	
122.3801400	+10.2965500	     120	  39628033300103536	122.38014	+10.29655	 0.47954	main   	bright	22359	55559	43.82273	  0.05870	44.39382	  0.05870	42.59810	 0.30585	42.17021	 0.123470	        	         	 8.31538	 0.21588	        	
122.8357100	+14.2119700	     121	  39628127843909732	122.83571	+14.21197	 0.15396	main   	bright	 4645	55572	43.35018	  0.04683	43.04061	  0.04683	        	        	41.54096	 0.044080	42.23345	 0.017350	 7.19139	 0.13389	 7.48221	 0.13596
123.1698400	+07.2579400	     122	  39627961606866647	123.16984	+07.25794	 0.08520	main   	bright	22009	53083	42.77719	  0.04279	42.49722	  0.04279	        	        	40.27383	 0.288950	41.83185	 0.009650	        	        	 7.25369	 0.14154
124.3157500	+03.1844100	     123	  39627865326619927	124.31575	+03.18441	 0.40623	main   	bright	21965	52641	43.77771	  0.10302	43.78565	  0.10302	        	        	42.01778	 0.098640	        	         	 8.71490	 0.13791	        	
124.4869300	+05.9913300	     124	  39627931600819763	124.48693	+05.99133	 0.18960	main   	bright	22001	52962	43.41104	  0.03427	43.57459	  0.03427	        	        	41.37900	 0.078900	41.78991	 0.025520	        	        	 7.11199	 0.14047
124.5061100	+20.8361200	     125	  39628277819638669	124.50611	+20.83612	 0.23540	main   	bright	 4801	55592	43.20493	  0.06240	43.07862	  0.06240	        	        	40.02711	 2.791150	41.20063	 0.120900	        	        	 8.02882	 0.41103
124.5068800	+07.6943300	     126	  39627973619356979	124.50688	+07.69433	 0.72089	main   	dark  	22006	55895	44.54288	  0.01834	44.77357	  0.01834	43.00949	 0.08686	42.67209	 0.075030	        	         	 8.76888	 0.14245	        	
125.1024900	+39.2305300	     127	  39633062186715706	125.10249	+39.23053	 0.81620	main   	dark  	 6455	55269	44.18717	  0.03579	44.41604	  0.03579	43.00237	 0.21715	42.29093	 0.146350	        	         	 8.91058	 0.13414	        	
125.2528500	+34.1932700	     128	  39632965134714527	125.25285	+34.19327	 0.70449	sv1    	dark  	 6418	57749	44.20668	  0.01001	44.43252	  0.01001	42.74707	 0.10857	42.35614	 0.040120	        	         	 8.27075	 0.12494	        	
125.7461300	+58.3480500	     129	  39633364780581455	125.74613	+58.34805	 0.45973	main   	bright	 7358	56010	43.66428	  0.11546	43.83510	  0.11546	42.48069	 0.08686	41.85998	 0.239660	        	         	 8.00313	 0.32482	        	
125.7898400	+20.7916000	     130	  39628277840609377	125.78984	+20.79160	 0.31639	main   	bright	 4718	53321	43.73748	  0.05172	43.53525	  0.05172	        	        	41.51324	 0.202650	41.79143	 0.102270	        	        	 8.02384	 0.13524
126.0941400	+23.9452100	     131	  39628350569844371	126.09414	+23.94521	 0.34477	main   	dark  	 4819	53317	43.39944	  0.06527	44.18477	  0.06527	        	        	41.99376	 0.046980	        	         	 8.41867	 0.14302	        	
126.9337500	+07.9807100	     132	  39627979650763831	126.93375	+07.98071	 0.67820	main   	dark  	 4256	55895	44.23838	  0.03446	44.36223	  0.03446	43.06573	 1.17320	42.34771	 0.062610	        	         	        	        	        	
127.5014900	+34.5440900	     133	  39632970167879743	127.50149	+34.54409	 0.73986	main   	bright	 6417	52668	44.37159	  0.07943	44.39681	  0.07943	42.72365	 0.67386	42.35035	 0.183970	        	         	 8.06881	 0.16861	        	
127.8546600	+56.1570300	     134	  39633338511656960	127.85466	+56.15703	 0.23229	main   	bright	 7345	53386	43.57515	  0.05414	43.59265	  0.05414	        	        	41.48102	 0.133780	42.09065	 0.024490	        	        	 7.49943	 0.13877
128.2938000	+04.1768500	     135	  39627889519365082	128.29380	+04.17685	 0.10122	main   	dark  	21972	52646	43.07785	  0.01838	43.05343	  0.01838	        	        	41.02254	 0.044180	41.75982	 0.012950	 7.61937	 0.14599	 7.56214	 0.13695
128.8439100	+06.0246800	     136	  39627931676312878	128.84391	+06.02468	 0.45444	main   	bright	 4226	52646	44.65561	  0.02367	45.43722	  0.02367	        	        	42.84030	 0.052520	        	         	 8.79484	 0.18218	        	
129.0834200	+06.9445400	     137	  39627955705484117	129.08342	+06.94454	 0.32041	main   	bright	 4233	52963	43.54826	  0.11373	43.56029	  0.11373	        	        	41.70403	 0.176890	41.99453	 0.060400	 8.39320	 0.36110	 7.74679	 0.17785
129.1952500	+15.2163800	     138	  39628151340403356	129.19525	+15.21638	 0.27930	main   	bright	 4672	53815	43.89341	  0.04109	44.80540	  0.04109	        	        	42.34436	 0.039590	42.89418	 0.016810	 8.81895	 0.16641	 8.71681	 0.21843
129.3186300	+03.9350300	     139	   2842622485856261	129.31863	+03.93503	 0.06369	main   	dark  	21887	52646	42.52747	  0.01825	42.25440	  0.01825	        	        	40.59065	 0.081210	41.27552	 0.008950	 7.32729	 0.19740	 7.28437	 0.14466
129.4248900	+04.2329900	     140	  39627889536145732	129.42489	+04.23299	 0.44897	main   	bright	21887	52650	43.81218	  0.13595	43.80768	  0.13595	42.50211	 0.14476	41.57785	 0.215300	        	         	        	        	        	
130.1978000	+37.1169700	     141	  39633019354483472	130.19780	+37.11697	 0.52677	main   	dark  	 6465	52320	43.57106	  0.10492	43.67254	  0.10492	42.16773	 0.20876	40.99019	 1.166330	        	         	        	        	        	
130.4557800	-00.1754200	     142	  39627780874311491	130.45578	-00.17542	 0.12855	main   	bright	21850	55648	43.43530	  0.02218	43.60226	  0.02218	        	        	41.36261	 0.084520	41.94892	 0.017420	 7.95015	 0.27798	 7.92107	 0.13283
130.7635200	+24.0442100	     143	  39628350641147538	130.76352	+24.04421	 0.61315	main   	dark  	 4904	58514	43.97053	  0.06246	44.03589	  0.06246	43.00518	 0.21715	41.93578	 0.129720	        	         	        	        	        	
131.8460900	+07.9857200	     144	  39627979730457596	131.84609	+07.98572	 0.77362	main   	dark  	 4240	55893	44.57234	  0.01280	44.85445	  0.01280	43.17347	 0.14476	42.67444	 0.061290	        	         	 8.81823	 0.12910	        	
131.9457800	+39.4940600	     145	  39633066959832338	131.94578	+39.49406	 0.12309	main   	bright	 6480	52296	43.07935	  0.04825	43.10651	  0.04825	        	        	41.24321	 0.055650	41.45843	 0.890560	 7.50983	 0.15114	 6.72307	 0.20011
132.9955900	+04.1568000	     146	  39627889599055165	132.99559	+04.15680	 0.45488	main   	bright	 4132	55538	43.21136	  0.43540	42.90178	  0.43540	42.15680	 0.21715	39.65545	 0.086860	        	         	        	        	        	
133.4736600	+13.5889300	     147	  39628110403997938	133.47366	+13.58893	 0.58142	main   	dark  	 4324	53820	44.21046	  0.02184	44.51499	  0.02184	42.61323	 0.08686	42.05901	 0.128230	        	         	        	        	        	
134.3887000	+14.0481800	     148	  39628122164825936	134.38870	+14.04818	 0.13422	main   	bright	 4325	55953	42.44576	  0.15505	42.32953	  0.15505	        	        	39.96719	 1.413930	41.03036	 0.136160	        	        	 7.61764	 0.17333
134.8639900	+43.9294400	     149	  39633148367079717	134.86399	+43.92944	 0.35764	main   	bright	 7171	56356	43.23963	  0.20371	44.29081	  0.20371	        	        	41.93044	 0.170560	42.50034	 0.026980	 8.47048	 0.19914	 8.10071	 0.20050
136.2496900	-00.7019200	     150	  39627768891184855	136.24969	-00.70192	 0.28256	main   	bright	27304	51929	43.43239	  0.07869	43.22260	  0.07869	        	        	40.57378	 1.474730	41.74965	 0.060060	        	        	 7.63371	 0.14177
136.4596000	+00.6634000	     151	  39627805134164872	136.45960	+00.66340	 0.35397	main   	bright	27307	51929	43.04913	  0.47148	42.73956	  0.47148	        	        	41.09431	 1.124880	        	         	        	        	        	
136.5511900	+40.7773600	     152	  39633090179501951	136.55119	+40.77736	 0.16721	main   	bright	 5800	52668	42.91621	  0.09190	42.70236	  0.09190	        	        	40.88798	 0.300190	41.38437	 0.127470	 7.74551	 0.20031	 7.66572	 0.17452
136.9142500	+11.8581200	     153	  39628069157208141	136.91425	+11.85812	 0.58323	main   	dark  	 4293	55979	44.11141	  0.03115	44.28744	  0.03115	42.65604	 0.14476	42.31137	 0.075590	        	         	 8.46924	 0.13061	        	
137.9842200	-00.8612200	     154	  39627768920545141	137.98422	-00.86122	 0.57029	main   	bright	27299	55240	43.76010	  0.29286	43.92610	  0.29286	42.13468	 0.81870	41.76827	 0.484970	        	         	        	        	        	
138.1372400	+00.2814500	     155	  39627793083927597	138.13724	+00.28145	 0.55733	main   	bright	27308	51955	43.52848	  0.08599	44.39063	  0.08599	42.90307	 0.13151	42.06282	 0.202990	        	         	 7.50223	 0.13997	        	
138.4885800	+05.3752000	     156	  39627919806435215	138.48858	+05.37520	 0.34608	main   	bright	 4124	52652	43.57056	  0.10373	43.50482	  0.10373	        	        	41.51022	 0.162200	        	         	        	        	        	
138.6557100	+01.4398500	     157	  39627823291305088	138.65571	+01.43985	 0.18741	main   	bright	27309	51929	43.42270	  0.09887	43.68289	  0.09887	        	        	41.50799	 0.089560	42.17772	 0.016080	 7.14973	 0.20341	 7.27349	 0.14921
140.3516300	+08.9362000	     158	  39628003793175310	140.35163	+08.93620	 0.84809	main   	dark  	 4175	55925	44.55040	  0.03343	44.66811	  0.03343	43.24349	 0.21715	42.79629	 0.075340	        	         	 9.00757	 0.14243	        	
140.4954600	+03.7099300	     159	  39627877662065643	140.49546	+03.70993	 0.32494	main   	bright	27327	52252	43.67056	  0.09286	43.66515	  0.09286	        	        	41.75508	 0.148840	42.12506	 0.075480	        	        	 8.62454	 0.15967
140.8063800	+04.5791600	     160	  39627895756296030	140.80638	+04.57916	 0.65721	main   	dark  	27327	52707	44.80176	  0.00795	45.21887	  0.00795	43.25009	 0.14476	43.13156	 0.018240	        	         	 9.28271	 0.17768	        	
141.4648200	+66.2520100	     161	  39633455432074940	141.46482	+66.25201	 0.67523	main   	dark  	 7590	54464	43.89026	  0.08478	44.31041	  0.08478	43.01573	 1.90701	42.37730	 0.145050	        	         	        	        	        	
141.6218000	-00.1016100	     162	  39627787102850276	141.62180	-00.10161	 0.20161	main   	bright	27290	52000	43.29670	  0.03148	43.60605	  0.03148	        	        	41.40495	 0.072940	41.37032	 0.216610	 6.96348	 0.17195	 7.60203	 0.18295
141.8781300	-01.2229900	     163	  39627756908054945	141.87813	-01.22299	 0.80250	main   	dark  	27277	55243	44.19604	  0.04221	44.28470	  0.04221	43.07732	 0.03618	42.27738	 0.195720	        	         	 8.86774	 0.13247	        	
141.9511700	+03.4289200	     164	  39627871655821435	141.95117	+03.42892	 0.53897	main   	dark  	27319	55651	44.51469	  0.00810	44.91870	  0.00810	43.02123	 0.14476	42.58980	 0.033360	        	         	 8.64809	 0.21427	        	
142.3264500	+04.3259400	     165	2305843037911124910	142.32645	+04.32594	 0.24676	main   	backup	27368	52254	43.43235	  0.07940	43.12275	  0.07940	        	        	41.74964	 0.117930	42.44191	 0.026630	        	        	 7.98627	 0.14016
142.4911700	+00.2524100	     166	  39627793155232081	142.49117	+00.25241	 0.80019	main   	dark  	27289	55534	43.80653	  0.12017	44.05275	  0.12017	42.63051	 0.21715	41.93888	 0.534770	        	         	        	        	        	
142.8927100	+00.5078400	     167	  39627799203417056	142.89271	+00.50784	 0.07336	main   	bright	27292	51965	42.58990	  0.03559	42.28643	  0.03559	        	        	40.57952	 0.055380	41.24512	 0.016240	 6.84823	 0.18294	 6.75712	 0.14359
144.1789800	+55.1887100	     168	  39633325001801787	144.17898	+55.18871	 0.49802	main   	bright	 7259	57063	44.18041	  0.05541	44.31745	  0.05541	43.00188	 0.21715	42.15120	 0.152120	        	         	 8.97245	 0.19307	        	
